no,tango,kana,en,zh,vi
0912,コンサート,,concert,音乐会,buổi hòa nhạc
0913,作曲,さっきょく,composition,作曲,sáng tác nhạc
0914,詩,し,"poetry, poem",诗,thơ
0915,チケット,,ticket,门票,vé
0916,読書,どくしょ,reading,读书,đọc sách
0917,登山,とざん,mountain climbing,登山,leo núi
0918,ドラマ,,drama,电视剧,phim dài tập
0919,バーベキュー,,barbecue,烧烤,tiệc nướng ngoài trời
0920,花火,はなび,fireworks,烟火,pháo hoa
0921,美術,びじゅつ,fine art,美术,mỹ thuật
0922,レジャー,,leisure,空闲，闲暇的娱乐,"thư giãn, nghỉ ngơi"
0923,相撲,すもう,sumo,相扑,sumo
0924,卓球,たっきゅう,table tennis,乒乓球,bóng bàn
0925,釣り,つり,fishing,钓鱼,câu cá
0926,ハイキング,,hiking,远足,đi bách bộ
0927,バット,,bat,球棒,gậy bóng chày
0928,ピクニック,,"picnic, outing",野餐,"picnic, dã ngoại"
0929,マラソン,,marathon,马拉松,chạy việt dã
0930,ラケット,,racket,球拍,vợt
0931,ランニング,,running,跑步,chạy bộ
0932,ロック,,rock (music),摇滚,nhạc rock
0933,赤字,あかじ,"deficit, red figure",亏损,lỗ
0934,売り切れ,うりきれ,being sold out,售完，脱销,bán hết
0935,ＡＴＭ,エーティーエム,ATM,ATM（自动取款机）,máy rút tiền tự động
0936,会計,かいけい,"accounting, payment, check, bill",结账,"kế toán, tính tiền"
0937,会費,かいひ,membership fee,会费,hội phí
0938,学費,がくひ,"school expenses, academic fee",学费,học phí
0939,学割（学生割引）,がくわり（がくせいわりびき）,student discount,学生折扣,"giảm giá cho học sinh, sinh viên"
0940,給料,きゅうりょう,"pay, salary",工资,lương
0941,金額,きんがく,amount of money,金额,"kim ngạch, số tiền"
0942,黒字,くろじ,"surplus, black figure",盈余,lãi
0943,景気,けいき,"business conditions, economic climate",景气,tình hình kinh tế
0944,経済,けいざい,"economy, economics",经济,kinh tế
0945,現金,げんきん,cash,现金,tiền mặt
0946,小遣い,こづかい,pocket money,零花钱,tiền tiêu vặt
0947,財産,ざいさん,"property, assets",财产,tài sản
0948,（お）札,（お）さつ,"bill, note",纸币,tiền giấy
0949,支出,ししゅつ,"expenses, expenditure",支出,chi trả
0950,支払い,しはらい,payment,支付,"thanh toán, trả tiền"
0951,集金,しゅうきん,collection of money,收款,thu tiền
0952,収入,しゅうにゅう,"income, earnings",收入,thu nhập
0953,奨学金,しょうがくきん,scholarship,奖学金,học bổng
0954,賞金,しょうきん,prize money,奖金,tiền thưởng
0955,消費,しょうひ,consumption,消费,tiêu dùng
0956,請求書,せいきゅうしょ,bill,账单,giấy đề nghị thanh toán
0957,税金,ぜいきん,tax,税金,tiền thuế
0958,送料,そうりょう,"postage, mailing cost",邮费,"phí gửi, cước phí"
0959,損,そん,loss,损失,"tổn thất, lỗ"
0960,宝くじ,たからくじ,public lottery,彩票,xổ số
0961,ただ,,free,免费,miễn phí
0962,チップ,,tip,小费,tiền tip
0963,チャージ,,charge,充值,nạp
0964,貯金,ちょきん,saving,存钱,tiền tiết kiệm
0965,通帳,つうちょう,passbook,存折,sổ ngân hàng
0966,定価,ていか,retail/fixed price,定价,"giá ghi trên sản phẩm, giá quy định"
0967,得,とく,advantage,获利，划算,có lợi
0968,特売,とくばい,bargain sale,特卖,bán giảm giá đặc biệt
0969,値上がり,ねあがり,increase/rise in price,涨价,lên giá
0970,費用,ひよう,cost,费用,chi phí
0971,物価,ぶっか,prices,物价,vật giá
0972,ボーナス,,bonus,奖金,tiền thưởng
0973,保険,ほけん,insurance,保险,bảo hiểm
0974,前売り,まえうり,advance sale,预售,"bán sớm, bán trước (kì hạn)"
0975,無料,むりょう,free of charge,免费,miễn phí
0976,家賃,やちん,house rent,房租,tiền thuê nhà
0977,有料,ゆうりょう,"pay, charge",收费,mất phí
0978,預金,よきん,deposit,存款,tiền gửi
0979,予算,よさん,budget,预算,"ngân sách, dự toán"
0980,両替,りょうがえ,money changing,换钱,đổi tiền
0981,料金,りょうきん,"charge, fee",费用,cước phí
0982,領収書,りょうしゅうしょ,receipt,收据,hóa đơn
0983,レシート,,receipt,收据,biên lai
0984,ローン,,loan,贷款,tiền vay
0985,割り勘,わりかん,splitting the bill,AA制,chia nhau thanh toán
0986,割引,わりびき,discount,打折,giảm giá
0987,岩,いわ,rock,岩石,tảng đá
0988,宇宙,うちゅう,"space, universe",宇宙,vũ trụ
0989,液体,えきたい,"liquid, fluid",液体,chất lỏng
0990,餌,えさ,"feed, food",饲料,mồi
0991,枝,えだ,branch,树枝,cành cây
0992,大雨,おおあめ,heavy rain,大雨,mưa to
0993,大雪,おおゆき,heavy snow,大雪,tuyết rơi nhiều
0994,温泉,おんせん,hot spring,温泉,suối nước nóng
0995,温度,おんど,temperature,温度,nhiệt độ
0996,懐中電灯,かいちゅうでんとう,flashlight,手电筒,đèn pin
0997,影,かげ,shadow,影子,bóng
0998,火山,かざん,volcano,火山,núi lửa
0999,雷,かみなり,thunder and lightning,雷,sấm chớp
1000,皮,かわ,peel,皮,vỏ
1001,環境,かんきょう,environment,环境,môi trường
1002,乾燥,かんそう,dryness,干燥,khô
1003,乾電池,かんでんち,dry-cell battery,干电池,pin
1004,気温,きおん,ambient temperature,气温,nhiệt độ không khí
1005,気候,きこう,climate,气候,khí hậu
1006,気体,きたい,gas,气体,thể khí
1007,草,くさ,grass,草,cỏ
1008,警報,けいほう,warning,警报,cảnh báo
1009,煙,けむり,smoke,烟,khói
1010,洪水,こうずい,flood,洪水,lũ lụt
1011,紅葉,こうよう,red leaves of autumn/fall,（变成）红叶,lá đỏ
1012,固体,こたい,solid,固体,thể rắn
1013,酸素,さんそ,oxygen,氧气,oxy
1014,自然,しぜん,nature,自然,tự nhiên
1015,湿度,しつど,humdity,湿度,độ ẩm
1016,芝生,しばふ,lawn,草坪,bãi cỏ
1017,消火器,しょうかき,fire extinguisher,灭火器,bình cứu hỏa
1018,植物,しょくぶつ,plants,植物,thực vật
1019,震度,しんど,seismic intensity (on the Japanese scale),（地震）烈度,độ rung (động đất)
1020,森林,しんりん,forest,森林,rừng sâu
1021,生物,せいぶつ,living things,生物,sinh vật
1022,太陽,たいよう,sun,太阳,mặt trời
1023,大陸,たいりく,continent,大陆,"lục địa, châu lục"
1024,種,たね,seed,种子,hạt giống
1025,断水,だんすい,water stoppage,停水,"mất nước, cắt nước"
1026,田んぼ,たんぼ,rice field,田,cánh đồng lúa
1027,地球,ちきゅう,earth,地球,"địa cầu, trái đất"
1028,注意報,ちゅういほう,"alert, advisory, watch",预警警报,"cảnh báo, chú ý"
1029,土,つち,"earth, soil",泥土,đất
1030,津波,つなみ,tsunami,海啸,sóng thần
1031,梅雨,つゆ/ばいう,rainy season,梅雨,mùa mưa
1032,停電,ていでん,power outage/cut,停电,mất điện
1033,電線,でんせん,"power line, electric wire",电线,đường dây điện
1034,泥,どろ,mud,泥,bùn
1035,波,なみ,wave,波浪,sóng
1036,二酸化炭素,にさんかたんそ,carbon dioxide,二氧化碳,khí CO2
1037,根,ね,root,根,rễ
1038,畑,はたけ,field,田地，旱地,cánh đồng
1039,半島,はんとう,peninsula,半岛,bán đảo
1040,避難,ひなん,evacuation,避难,lánh nạn
1041,風速,ふうそく,wind speed,风速,vận tốc gió
1042,防災,ぼうさい,disaster prevention,防止灾害,phòng chống thiên tai
1043,ほこり,,dust,灰尘,bụi
1044,虫,むし,"insect, worm, bug",虫子,côn trùng
1045,ろうそく,,candle,蜡烛,nến
1046,湾,わん,bay,海湾,vịnh
1047,うさぎ,,rabbit,兔子,con thỏ
1048,牛,うし,cow,牛,con bò
1049,馬,うま,horse,马,con ngựa
1050,蚊,か,mosquito,蚊子,con muỗi
1051,貝,かい,shellfish,贝壳,con sò
1052,からす,,crow,乌鸦,con quạ
1053,猿,さる,monkey,猴子,con khỉ
1054,象,ぞう,elephant,大象,con voi
1055,虎,とら,tiger,老虎,con hổ
1056,鶏,にわとり,chicken,鸡,con gà
1057,ねずみ,,"rat, mouse",老鼠,con chuột
1058,羊,ひつじ,sheep,羊,con cừu
1059,豚,ぶた,pig,猪,con lợn
1060,蛇,へび,snake,蛇,con rắn
1061,桜,さくら,cherry tree/blossom,樱花,hoa anh đào
1062,以後,いご,"after, from that time on",以后,sau
1063,以前,いぜん,"before, days gone by",以前,trước đây
1064,延期,えんき,postponement,延期,hoãn
1065,延長,えんちょう,extension,延长,"kéo dài , gia hạn (thời gian)"
1066,開始,かいし,"start, commencement",开始,bắt đầu
1067,過去,かこ,past,过去,quá khứ
1068,期間,きかん,period of time,期间,quãng thời gian
1069,期限,きげん,deadline,期限,kì hạn
1070,休日,きゅうじつ,day off,假日,ngày nghỉ
1071,下旬,げじゅん,last ten days of a month,下旬,hạ tuần tháng
1072,月末,げつまつ,end of the month,月底,cuối tháng
1073,現在,げんざい,"at the moment/present, now",现在,hiện nay
1074,現代,げんだい,the present day/age,现代,hiện đại
1075,後半,こうはん,latter/second half,后半,nửa sau
1076,ゴールデンウィーク,,Golden Week,黄金周,tuần lễ vàng
1077,頃,ころ,"when, around the time",时候,"khoảng , lúc (thời gian)"
1078,今回,こんかい,"now, this time",这次,lần này
1079,シーズン,,season,季节,mùa
1080,時期,じき,"time, season",时期,thời kì
1081,時刻,じこく,time,时刻，时间,thời khắc
1082,時差,じさ,time difference,时差,múi giờ chênh lệch
1083,週,しゅう,week,周,tuần
1084,週末,しゅうまつ,weekend,周末,cuối tuần
1085,終了,しゅうりょう,"end, close",结束,kết thúc
1086,正午,しょうご,noon,正午,giữa trưa
1087,上旬,じょうじゅん,first ten days of the month,上旬,thượng tuần tháng
1088,新年,しんねん,new year,新年,năm mới
1089,深夜,しんや,late at night,深夜,"nửa đêm, đêm khuya"
1090,スタート,,start,开始,bắt đầu
1091,先日,せんじつ,the other day,前些天,hôm trước
1092,前半,ぜんはん,first half,前一半,nửa trước
1093,遅刻,ちこく,being late,迟到,muộn giờ
1094,中旬,ちゅうじゅん,middle ten days of the month,中旬,trung tuần tháng
1095,定休日,ていきゅうび,fixed holiday,定期休息日,ngày nghỉ định kì
1096,同時,どうじ,at the same time,同时,đồng thời
1097,当日,とうじつ,on the day,当天,ngày hôm đó
1098,日時,にちじ,time and date,日期和时刻,ngày giờ
1099,年代,ねんだい,generation,年代,niên đại
1100,半年,はんとし,half a year,半年,nửa năm
1101,半日,はんにち,half a day,半天,nửa ngày
1102,日付,ひづけ,date,日期,ngày tháng
1103,日にち,ひにち,date,日期,ngày giờ
1104,平日,へいじつ,weekday,平日,ngày thường
1105,本日,ほんじつ,today,今天,ngày hôm nay
1106,未来,みらい,future,未来,tương lai
1107,夜中,よなか,middle of the night,半夜,nửa đêm
1108,臨時,りんじ,"special, extra",临时,"lâm thời, tạm thời"
1109,連休,れんきゅう,consecutive holidays,连休,"đợt nghỉ, kì nghỉ dài"
1110,着替え,きがえ,change of clothes,替换（的）衣物,thay quần áo
1111,化粧,けしょう,make-up,化妆,trang điểm
1112,香水,こうすい,perfume,香水,nước hoa
1113,サイズ,,size,尺码,kích cỡ
1114,エプロン,,apron,围裙,tạp dề
1115,コート,,coat,外套,áo khoác dài
1116,サンダル,,sandal,凉鞋,dép sandal
1117,ジーンズ/ジーパン,,jeans,牛仔裤,quần bò
1118,ジャケット,,jacket,夹克衫,áo khoác
1119,ジャンパー,,jumper,夹克衫,áo gió
1120,ストッキング,,stocking,长袜,tất dài
1121,スニーカー,,sneaker,运动鞋,giầy thể thao
1122,スラックス,,slacks,宽松长裤,quần ống rộng
1123,ソックス,,sock,短袜,tất
1124,ドレス,,dress,裙子,váy
1125,パジャマ,,pajamas,睡衣,quần áo ngủ
1126,下着,したぎ,underwear,内衣,quần lót
1127,制服,せいふく,uniform,制服,đồng phục
1128,ダイヤ（ダイヤモンド）,,diamond,钻石,kim cương
1129,ファッション,,fashion,时尚,thời trang
1130,パンツ,,underpants,内裤,quần lót
1131,ブーツ,,boot,靴子,bốt (giầy cao cổ)
1132,ブラウス,,blouse,女式衬衫,áo sơ mi nữ cách điệu
1133,水着,みずぎ,swimwear,泳衣,quần áo tắm
1134,レインコート,,raincoat,雨衣,áo mưa
1135,ワンピース,,"one piece, dress",连衣裙,váy liền
1136,口紅,くちべに,lipstick,口红,son môi
1137,サングラス,,sunglasses,太阳镜,kính râm
1138,スカーフ,,scarf,围巾,khăn quàng mỏng
1139,ネックレス,,necklace,项链,dây chuyền
1140,バッグ,,bag,包,"túi, cặp sách"
1141,ブローチ,,brooch,胸针,cái cài áo
1142,服装,ふくそう,"clothing, clothes",服装,trang phục
1143,宝石,ほうせき,jewel,宝石,đá quý
1144,メーク（メークアップ）,,make-up,化妆,trang điểm
1145,リボン,,ribbon,飘带,nơ
1146,ベルト,,belt,皮带,thắt lưng
1147,マフラー,,muffler,围巾,khăn quàng
1148,襟,えり,collar,衣领,cổ áo
1149,袖,そで,sleeve,袖子,tay áo
1150,ファスナー,,fastener,拉链,khóa kéo
1151,ウール,,wool,羊毛,len
1152,毛糸,けいと,"woolen yarn, knitting wool",毛线,len
1153,コットン,,cotton,棉花,bông
1154,シルク,,silk,丝绸,lụa
1155,ウエスト,,waist,腰,vòng eo
1156,バスト,,bust,胸围,vòng ngực
1157,ヒップ,,hip,臀部,vòng mông
1158,家具,かぐ,furniture,家具,đồ gia dụng
1159,ガレージ,,garage,车库,gara
1160,住宅,じゅうたく,house,住宅,nhà ở
1161,チャイム,,chime,门铃,chuông
1162,天井,てんじょう,ceiling,天花板,trần nhà
1163,戸棚,とだな,cupboard,橱柜,tủ có cánh
1164,柱,はしら,"pillar, column",柱子,cột
1165,バス,,bath,浴室,bồn tắm
1166,屋根,やね,roof,屋顶,mái nhà
1167,床,ゆか,floor,地板,sàn nhà
1168,洋室,ようしつ,Western-style room,西式房间,phòng kiểu âu
1169,リビング（リビングルーム）,,living room,客厅,phòng khách
1170,寮,りょう,dormitory,宿舍,ký túc xá
1171,和室,わしつ,Japanese-style room,日式房间,phòng kiểu nhật
1172,お手洗い,おてあらい,"restroom, lavatory",盥洗室,phòng vệ sinh
1173,カーペット,,carpet,地毯,thảm
1174,キッチン,,kitchen,厨房,phòng bếp
1175,シャッター,,shutter,百叶窗,cửa cuốn
1176,寝室,しんしつ,bedroom,卧室,phòng ngủ
1177,洗面所,せんめんじょ,"washroom, lavatory",盥洗室,bồn rửa mặt
1178,ソファー,,sofa,沙发,ghế sa lông
1179,たんす,,chest of drawers,衣柜,tủ
1180,流し,ながし,sink,水池,"bồn rửa, chậu rửa"
1181,ベランダ,,veranda,阳台,ban công
1182,便所,べんじょ,"toilet, lavatory",厕所,"bệ xí, bồn cầu"
1183,物置,ものおき,"shed, storage room",库房,chỗ để đồ
1184,インスタント食品,インスタントしょくひん,instant/convenience food,速食食品,thực phẩm ăn liền
1185,栄養,えいよう,nutrition,营养,dinh dưỡng
1186,おかず,,food served in an addition to rice,菜肴,thức ăn
1187,お代わり,おかわり,another helping,再来一份，添饭,thêm thức ăn
1188,アイスクリーム,,ice cream,冰激凌,kem
1189,ウイスキー,,whisky,威士忌,rượu whisky
1190,うどん,,"udon, Japanese wheat noodles",乌冬面,mỳ udon
1191,オレンジ,,orange,橘子,quả cam
1192,ガム,,chewing gum,口香糖,kẹo cao su
1193,缶詰,かんづめ,canned/tinned food,罐头食品,đồ hộp
1194,小麦粉,こむぎこ,flour,小麦粉,bột mỳ
1195,さしみ,,"sashimi, sliced raw fish",生鱼片,gỏi cá
1196,スープ,,soup,汤,súp
1197,ソーセージ,,sausage,香肠,xúc xích
1198,そば,,"soba, buckwheat noodles",荞麦面,mỳ soba
1199,チーズ,,cheese,芝士,pho mát
1200,おやつ,,snack between meals,零食,"ăn vặt, đồ ăn nhẹ"
1201,外食,がいしょく,eating out,在外就餐,"ăn ngoài, ăn tiệm"
1202,クリーム,,cream,奶油,kem
1203,氷,こおり,ice,冰,"đá, băng"
1204,とり肉,とりにく,chicken,鸡肉,thịt gà
1205,丼,どんぶり,bowl,大碗,bát to
1206,パスタ,,pasta,意大利面,mỳ Ý
1207,瓶詰,びんづめ,bottled/in a jar (food),瓶装,đóng chai
1208,フルーツ,,fruit,水果,hoa quả
1209,ポーク,,pork,猪肉,thịt lợn
1210,豆,まめ,"bean, pea",豆子,"đậu, đỗ"
1211,餅,もち,"mochi, sticky rice cake",饼,bánh dày
1212,ライス,,rice,米饭,cơm
1213,ワイン,,wine,红酒,rượu vang
1214,ごちそう,,"feast, dinner",美味佳肴,"thiết đãi, bữa ăn thịnh soạn, tiệc"
1215,食品,しょくひん,"food, foodstuff",食品,"đồ ăn, thực phẩm"
1216,食料,しょくりょう,"provisions, foodstuff",食物,thực phẩm
1217,食器,しょっき,tableware,餐具,bát đĩa
1218,ゼリー,,jelly,果冻,thạch
1219,調味料,ちょうみりょう,"condiment, seasoning",调味料,gia vị
1220,定食,ていしょく,set meal,套餐,cơm suất
1221,メニュー,,menu,菜单,thực đơn
1222,冷凍,れいとう,"freezing, refrigeration",冷冻,đông lạnh
1223,油,あぶら,oil,油,"dầu, mỡ"
1224,こしょう,,pepper,胡椒粉,hạt tiêu
1225,酢,す,vinegar,醋,dấm
1226,ソース,,sauce,酱汁,nước sốt
1227,みそ,,"miso, fermented bean paste",味噌,tương
1228,朝食,ちょうしょく,breakfast,早餐,bữa sáng
1229,昼食,ちゅうしょく,lunch,午餐,bữa trưa
1230,夕食,ゆうしょく,evening meal,晚餐,bữa tối
1231,デザート,,dessert,甜点,tráng miệng
1232,ランチ,,lunch,午餐,bữa trưa
1233,アラーム,,alarm (clock),闹钟,đồng hồ báo thức
1234,糸,いと,thread,线,sợi chỉ
1235,絵の具,えのぐ,"colors, paints",颜料,màu vẽ
1236,温度計,おんどけい,thermometer,温度计,"nhiệt kế, nhiệt độ kế"
1237,鏡,かがみ,mirror,镜子,gương
1238,カバー,,cover,罩子,"vỏ bọc, vải che"
1239,缶,かん,can,罐子,lon
1240,蛍光灯,けいこうとう,fluorescent light,日光灯,bóng đèn tuýp
1241,ケース,,case,盒子,hộp
1242,スプレー,,spray,喷雾,bình xịt
1243,洗剤,せんざい,detergent,洗涤剂,"dung dịch tẩy rửa, bột giặt"
1244,雑巾,ぞうきん,"duster, floor cloth",抹布,giẻ lau
1245,（お）盆,（お）ぼん,tray,盆,"cái mâm, cái khay"
1246,グラス,,glass,玻璃杯,"ly, cốc thủy tinh"
1247,こんろ,,cooking stove,小炉子,bếp
1248,さじ,,spoon,勺子,thìa
1249,炊飯器,すいはんき,rice cooker,电饭煲,nồi cơm điện
1250,ストロー,,straw,吸管,ống hút
1251,ナプキン,,napkin,餐巾,"khăn ăn, băng vệ sinh"
1252,鍋,なべ,"pan, pot",锅,"nồi, xoong"
1253,フライパン,,frying pan,平底锅,chảo
1254,包丁,ほうちょう,kitchen knife,菜刀,dao
1255,ポット,,pot,壶,bình nước nóng
1256,まないた,,chopping board,砧板,cái thớt
1257,やかん,,kettle,烧水壶,ấm đun nước
1258,レンジ,,cooking range,微波炉,lò vi sóng
1259,掃除用具,そうじようぐ,cleaning implements,清扫工具,dụng cụ dọn vệ sinh
1260,タイマー,,timer,定时开关,"đồng hồ bấm giờ, chế độ hẹn giờ"
1261,段ボール,だんボール,cardboard box,瓦楞纸,thùng cát tông
1262,チェーン,,chain,链子,dây xích
1263,手帳,てちょう,notebook,记事本,sổ tay
1264,電子レンジ,でんしレンジ,microwave oven,微波炉,lò vi sóng
1265,布,ぬの,cloth,布,vải
1266,歯磨き,はみがき,brushing of teeth,刷牙,đánh răng
1267,針,はり,needle,针,kim
1268,判こ,はんこ,"stamp, seal",印章,con dấu
1269,瓶,びん,bottle,瓶子,"chai, lọ, bình"
1270,ファイル,,file,（装进）文件夹,"file tài liệu, tệp tài liệu"
1271,アイロン,,iron,熨斗,bàn là
1272,イヤホン,,earphone,耳机,tai nghe
1273,エアコン,,air conditioner,空调,điều hòa
1274,コード,,cord,电源线,"mã số, mã cốt, dây điện"
1275,コンセント,,"outlet, power point",插座,ổ cắm
1276,スイッチ,,switch,开关,công tắc
1277,スタンド,,stand,台灯,"chân dựng, chân đỡ"
1278,スピーカー,,speaker,扩音器,loa
1279,扇風機,せんぷうき,electric fan,风扇,quạt điện
1280,デジカメ（デジタルカメラ）,,digital camera,数码相机,máy ảnh kỹ thuật số
1281,電球,でんきゅう,light bulb,电灯泡,bóng đèn
1282,プラグ,,plug,插头,phích cắm điện
1283,ヘッドホン,,headphones,头戴式耳机,tai nghe (loại chụp)
1284,マイク（マイクロホン）,,microphone,话筒,mi cờ rô
1285,ライト,,light,灯,đèn
1286,リモコン,,remote control,遥控器,điều khiển
1287,風船,ふうせん,balloon,气球,bóng bay
1288,袋,ふくろ,bag,袋子,túi
1289,筆,ふで,brush,毛笔,bút lông
1290,部品,ぶひん,part,零件,linh kiện
1291,ブラシ,,brush,刷子,bàn chải
1292,文房具,ぶんぼうぐ,"stationery, writing materials",文具,văn phòng phẩm
1293,ペンキ,,paint,油漆,sơn
1294,マウス,,mouse,鼠标,chuột
1295,名刺,めいし,business card,名片,danh thiếp
1296,メーター,,meter,测量仪表,"công tơ mét, đồng hồ đo"
1297,アルバム,,album,相册,album
1298,シーツ,,sheet,床单,ga trải giường
1299,扇子,せんす,Japanese/folding fan,扇子,quạt giấy
1300,タオル,,towel,毛巾,khăn mặt
1301,ティッシュ（ティッシュペーパー）,,tissue,纸巾,giấy ăn
1302,電池,でんち,battery,电池,pin
1303,バケツ,,bucket,铁桶，水桶,"thùng, xô"
1304,ハンガー,,hanger,衣架,mắc quần áo
1305,ひも,,"string, cord, rope",细绳,dây
1306,ピン,,pin,别针，发卡,"ghim, kim băng"
1307,ふた,,"lid, cap",盖子,"cái nắp, vung"
1308,ホース,,hose,软管,"vòi, ống"
1309,ポンプ,,pump,泵,cái bơm
1310,枕,まくら,pillow,枕头,cái gối
1311,目覚まし,めざまし,alarm clock,闹钟,"báo thức, đồng hồ báo thức"
1312,毛布,もうふ,blanket,毯子,chăn mềm
1313,ライター,,cigarette lighter,打火机,bật lửa
1314,ランプ,,lamp,电灯,cái đèn
1315,リュック（リュックサック）,,rucksack,登山背包,ba lô
1316,レバー,,lever,操纵杆,cần gạt
1317,レンズ,,lens,透镜，镜片,"mắt kính, ống kính"
1318,ロープ,,rope,绳子,dây thừng
1319,ロボット,,robot,机器人,người máy
1320,インク,,ink,墨水,mực
1321,定規,じょうぎ,ruler,尺,thước kẻ
1322,電卓,でんたく,calculator,台式电子计算机,máy tính bỏ túi
1323,のり,,glue,胶水,hồ dán
1324,はさみ,,scissors,剪刀,cái kéo
1325,便せん,びんせん,writing paper,便签,giấy viết thư
1326,輪ゴム,わゴム,elastic/rubber band,皮筋儿,dây chun
1327,愛する,あいする,love,爱,yêu
1328,諦める,あきらめる,"give up, abandon",放弃,"từ bỏ, bỏ"
1329,飽きる,あきる,"lose interest, tire of",厌烦,"chán, ngán, ngấy"
1330,預かる,あずかる,"keep, look after",托管,"giữ, trông nom, trông hộ"
1331,預ける,あずける,"deposit, entrust",寄存,gửi
1332,暖める,あたためる,"warm, heat",使温暖,"làm nóng, làm ấm"
1333,温める,あたためる,"warm, heat",加热,"làm nóng, làm ấm"
1334,当たる,あたる,"hit, strike",撞上,"trúng, va trúng"
1335,余る,あまる,be left over,剩下,"còn thừa, dư"
1336,編む,あむ,knit,编织,đan
1337,現れる,あらわれる,appear,出现,xuất hiện
1338,合わせる,あわせる,"combine, sum up",合并,"kết hợp, cộng lại"
1339,慌てる,あわてる,be in a flurry,惊慌,"vội vàng, cuống quýt"
1340,生かす,いかす,make good use of,活用,phát huy
1341,いじめる,,bully,欺负,bắt nạt
1342,いためる,,stir-fry,翻炒,xào
1343,祈る,いのる,pray,祈祷,cầu nguyện
1344,嫌がる,いやがる,hate,讨厌,"không thích, ghét"
1345,いらいらする,,be irritated,急躁,"sốt ruột, bồn chồn"
1346,祝う,いわう,celebrate,庆祝,chúc mừng
1347,植える,うえる,plant,种植,trồng cây
1348,受かる,うかる,pass (an examination),及格,"thi đỗ, vượt qua"
1349,浮く,うく,float,浮起,"nổi, lơ lửng"
1350,受け付ける,うけつける,accept,受理,tiếp nhận
1351,受け取る,うけとる,receive,接受,"nhận, nhận được"
1352,動かす,うごかす,move,使移动,"dịch chuyển, làm chuyển động"
1353,移す,うつす,"move (location), transfer",移动,"chuyển, di chuyển"
1354,写る,うつる,be in a picture,映现,"được chụp, lên ảnh, sao chép"
1355,裏返す,うらがえす,turn over,翻过来,"lộn trái, lật ngược"
1356,売り切れる,うりきれる,sell out,卖完,bán hết
1357,売れる,うれる,sell,畅销,bán chạy
1358,選ぶ,えらぶ,choose,选择,"lựa chọn, chọn"
1359,追い掛ける,おいかける,"chase, run after",追赶,đuổi theo
1360,追い越す,おいこす,overtake,超过,vượt
1361,追い付く,おいつく,catch up,追上,đuổi kịp
1362,追う,おう,"run after, chase",追赶,đuổi theo
1363,贈る,おくる,present,赠送,tặng
1364,行う,おこなう,"carry out, hold",举行,"tổ chức, diễn ra"
1365,押さえる,おさえる,"hold (down), press",压住,giữ chặt
1366,落ち着く,おちつく,be calm,冷静,bình tĩnh
1367,溺れる,おぼれる,(almost/nearly) drown,溺水,"chới với, suýt chết đuối"
1368,思い付く,おもいつく,hit upon an idea,想到,"nghĩ ra, nảy ra"
1369,折れる,おれる,break,折断,gãy
1370,下ろす,おろす,"take down, unload",卸下,"hạ xuống, cho xuống"
1371,飼う,かう,keep/have (animals),饲养,nuôi
1372,返る,かえる,"return, be returned",返还,"quay lại, bị trả lại"
1373,輝く,かがやく,"shine, glitter",闪耀,tỏa sáng
1374,かかる,,"fall ill, catch",患病,"nhiễm, bị mắc (bệnh)"
1375,かく①,,sweat,渗出,"đổ, toát, ra (mồ hôi)"
1376,かく②,,scratch,挠,gãi
1377,かぐ,,smell,闻,"ngửi, hít"
1378,隠す,かくす,hide,藏,"che giấu, giấu"
1379,囲む,かこむ,surround,包围,"bao quanh, bao vây"
1380,重ねる,かさねる,"pile up, stack",叠,"xếp lên, chồng chất"
1381,数える,かぞえる,count,数,đếm
1382,固まる,かたまる,"harden, solidify",凝固,"cứng, đông lại"
1383,傾く,かたむく,"lean, tilt",倾斜,"nghiêng, lệch"
1384,がっかりする,,be disappointed,失望,thất vọng
1385,かむ,,chew,咀嚼,cắn
1386,通う,かよう,"go to and from, commute",来往,"đi học, đi làm, lui tới, theo"
1387,枯れる,かれる,wither and die,枯萎,héo
1388,かわいがる,,"make a fuss of, treat with affection",喜爱，疼爱,"nâng niu, yêu chiều"
1389,乾かす,かわかす,dry,使干燥,"hong khô, làm khô"
1390,代わる/換わる/替わる,かわる,"replace, substitute",代替,"thay đổi, thay thế, thay cho"
1391,感じる,かんじる,feel,感觉,cảm thấy
1392,効く,きく,be effective,有效,"có tác dụng, hiệu quả"
1393,着せる,きせる,"dress, put on, clothe",给……穿上,mặc cho
1394,気付く,きづく,"notice, realise",察觉,"chú ý, để ý đến, nhận ra"
1395,気に入る,きにいる,like,喜欢,"thích, yêu thích"
1396,切れる,きれる,break,断开,đứt
1397,気を付ける,きをつける,"be careful, take care",注意,"cẩn thận, chú ý"
1398,腐る,くさる,"rot, go bad",腐烂,"ôi, thiu"
1399,崩れる,くずれる,"collapse, give way",坍塌,đổ xuống
1400,配る,くばる,hand out,分发,"phát, phân chia"
1401,暮らす,くらす,live,生活,sinh sống
1402,比べる,くらべる,compare,相比,so sánh
1403,繰り返す,くりかえす,repeat,重复,lặp lại
1404,苦しむ,くるしむ,suffer,感到痛苦,khổ sở
1405,暮れる,くれる,get dark,天黑,"mặt trời lặn, trời tối"
1406,加える,くわえる,add,加,thêm vào
1407,削る,けずる,"sharpen, shave",削,"gọt, bào"
1408,蹴る,ける,kick,踢,đá
